recordid,start,fwcode,respid,member,section,errtype,varname,errordesc
1002,25nov2025 08:07:22,AR,SHE000059003007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
1004,02dec2025 16:33:37,AR,SHC000011001010,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
1153,02dec2025 14:50:57,AF,WBE000008001901,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section A2 – Built environment,Incomplete,a2_2_1,"Incomplete Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) for respondent eligible for A2."
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
314,26nov2025 11:30:09,AM,EFG000028001014,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
496,15dec2025 15:38:16,KP,NDD000056001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
502,08dec2025 10:48:18,BB,NEB000021001005,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
508,08dec2025 11:36:21,BB,NEC000022002006,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
616,02dec2025 14:31:17,AW,SCA000033001005,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
617,03dec2025 08:41:22,AW,SAB000040001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
620,01dec2025 18:42:54,AW,SAC000042001007,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
630,02dec2025 12:46:26,AW,SAE000037001011,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
755,10dec2025 12:17:05,AW,SCB000025001007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
777,06dec2025 17:35:24,CJ,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
787,06dec2025 11:24:02,CJ,SDD000002001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
941,03dec2025 13:45:01,AW,SGM000023001012,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
942,01dec2025 11:30:22,AW,SGM000025001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
1004,02dec2025 16:33:37,AR,SHC000011001010,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
1153,02dec2025 14:50:57,AF,WBE000008001901,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_1,Answered Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) although respondent is not eligible for A2.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section A2 – Built environment,Incomplete,a2_1,Incomplete Section A2 item: a2_1. Is the house well ventilated naturally? (a2_1) for respondent eligible for A2.
32,02dec2025 14:48:46,AJ,HHcode -- CAM0000110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing religion (a1_8) when interview was conducted (a1_1 = Yes)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing religion (a1_8) when interview was conducted (a1_1 = Yes)
1236,02dec2025 12:46:26,AJ,HHcode -- WEF0001110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing religion (a1_8) when interview was conducted (a1_1 = Yes)
1269,02dec2025 17:10:46,AJ,HHcode -- WFG0000980,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing religion (a1_8) when interview was conducted (a1_1 = Yes)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing religion (a1_8) when interview was conducted (a1_1 = Yes)
32,02dec2025 14:48:46,AJ,HHcode -- CAM0000110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_12,Missing required field: a1_12. Do you have a phone? (a1_12) when interview was conducted (a1_1 = Yes)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_12,Missing required field: a1_12. Do you have a phone? (a1_12) when interview was conducted (a1_1 = Yes)
1236,02dec2025 12:46:26,AJ,HHcode -- WEF0001110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_12,Missing required field: a1_12. Do you have a phone? (a1_12) when interview was conducted (a1_1 = Yes)
1269,02dec2025 17:10:46,AJ,HHcode -- WFG0000980,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_12,Missing required field: a1_12. Do you have a phone? (a1_12) when interview was conducted (a1_1 = Yes)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section A – Household Demographic and SES,Missing,a1_12,Missing required field: a1_12. Do you have a phone? (a1_12) when interview was conducted (a1_1 = Yes)
32,02dec2025 14:48:46,AJ,HHcode -- CAM0000110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_11,Missing required field: a1_11. Main occupation (a1_11) when interview was conducted (a1_1 = Yes)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_11,Missing required field: a1_11. Main occupation (a1_11) when interview was conducted (a1_1 = Yes)
1236,02dec2025 12:46:26,AJ,HHcode -- WEF0001110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_11,Missing required field: a1_11. Main occupation (a1_11) when interview was conducted (a1_1 = Yes)
1269,02dec2025 17:10:46,AJ,HHcode -- WFG0000980,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_11,Missing required field: a1_11. Main occupation (a1_11) when interview was conducted (a1_1 = Yes)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section A – Household Demographic and SES,Missing,a1_11,Missing required field: a1_11. Main occupation (a1_11) when interview was conducted (a1_1 = Yes)
32,02dec2025 14:48:46,AJ,HHcode -- CAM0000110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_10,Missing required field: a1_10. What is the highest educational level you have completed? (a1_10) when interview was conducted (a1_1 = Yes)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_10,Missing required field: a1_10. What is the highest educational level you have completed? (a1_10) when interview was conducted (a1_1 = Yes)
1236,02dec2025 12:46:26,AJ,HHcode -- WEF0001110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_10,Missing required field: a1_10. What is the highest educational level you have completed? (a1_10) when interview was conducted (a1_1 = Yes)
1269,02dec2025 17:10:46,AJ,HHcode -- WFG0000980,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_10,Missing required field: a1_10. What is the highest educational level you have completed? (a1_10) when interview was conducted (a1_1 = Yes)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section A – Household Demographic and SES,Missing,a1_10,Missing required field: a1_10. What is the highest educational level you have completed? (a1_10) when interview was conducted (a1_1 = Yes)
32,02dec2025 14:48:46,AJ,HHcode -- CAM0000110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_9,Missing required field: a1_9. What is your marital status? (a1_9) when interview was conducted (a1_1 = Yes)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_9,Missing required field: a1_9. What is your marital status? (a1_9) when interview was conducted (a1_1 = Yes)
1236,02dec2025 12:46:26,AJ,HHcode -- WEF0001110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_9,Missing required field: a1_9. What is your marital status? (a1_9) when interview was conducted (a1_1 = Yes)
1269,02dec2025 17:10:46,AJ,HHcode -- WFG0000980,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_9,Missing required field: a1_9. What is your marital status? (a1_9) when interview was conducted (a1_1 = Yes)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section A – Household Demographic and SES,Missing,a1_9,Missing required field: a1_9. What is your marital status? (a1_9) when interview was conducted (a1_1 = Yes)
32,02dec2025 14:48:46,AJ,HHcode -- CAM0000110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing required field: a1_8. Religion (a1_8) when interview was conducted (a1_1 = Yes)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing required field: a1_8. Religion (a1_8) when interview was conducted (a1_1 = Yes)
1236,02dec2025 12:46:26,AJ,HHcode -- WEF0001110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing required field: a1_8. Religion (a1_8) when interview was conducted (a1_1 = Yes)
1269,02dec2025 17:10:46,AJ,HHcode -- WFG0000980,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing required field: a1_8. Religion (a1_8) when interview was conducted (a1_1 = Yes)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section A – Household Demographic and SES,Missing,a1_8,Missing required field: a1_8. Religion (a1_8) when interview was conducted (a1_1 = Yes)
32,02dec2025 14:48:46,AJ,HHcode -- CAM0000110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_3,Missing required field: a1_3. Who is the respondent?  Do not ask the respondent. (i) If the MOTHER-IN-LA (a1_3) when interview was conducted (a1_1 = Yes)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_3,Missing required field: a1_3. Who is the respondent?  Do not ask the respondent. (i) If the MOTHER-IN-LA (a1_3) when interview was conducted (a1_1 = Yes)
1236,02dec2025 12:46:26,AJ,HHcode -- WEF0001110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_3,Missing required field: a1_3. Who is the respondent?  Do not ask the respondent. (i) If the MOTHER-IN-LA (a1_3) when interview was conducted (a1_1 = Yes)
1269,02dec2025 17:10:46,AJ,HHcode -- WFG0000980,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_3,Missing required field: a1_3. Who is the respondent?  Do not ask the respondent. (i) If the MOTHER-IN-LA (a1_3) when interview was conducted (a1_1 = Yes)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section A – Household Demographic and SES,Missing,a1_3,Missing required field: a1_3. Who is the respondent?  Do not ask the respondent. (i) If the MOTHER-IN-LA (a1_3) when interview was conducted (a1_1 = Yes)
32,02dec2025 14:48:46,AJ,HHcode -- CAM0000110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_2,Missing required field: a1_2. Language used (a1_2) when interview was conducted (a1_1 = Yes)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_2,Missing required field: a1_2. Language used (a1_2) when interview was conducted (a1_1 = Yes)
1236,02dec2025 12:46:26,AJ,HHcode -- WEF0001110,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_2,Missing required field: a1_2. Language used (a1_2) when interview was conducted (a1_1 = Yes)
1269,02dec2025 17:10:46,AJ,HHcode -- WFG0000980,Member 2 DB,Section A – Household Demographic and SES,Missing,a1_2,Missing required field: a1_2. Language used (a1_2) when interview was conducted (a1_1 = Yes)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section A – Household Demographic and SES,Missing,a1_2,Missing required field: a1_2. Language used (a1_2) when interview was conducted (a1_1 = Yes)
